"View","Name of Firm","Trade Name","unknown","unknown","Address, line 1","Address, line 2","City","State","Zip","Capabilities Narrative"
"161","BlueRISC, Inc.","","SYLVIA  J MORITZ","","28 Dana Street","","Amherst","MA","01002-2209",""
"162","Ken Jones, Inc. ","Ken Jones Tires ","Brian Jones","","73 Chandler St ","","Worcester","MA","01609-2929",""
"163","Lowell Digisonde International, LLC","","BODO W REINISCH","","175 Cabot St Ste 200","","Lowell","MA","01854-3635",""
"164","NT TRANSPORTATION, INC","NEW TRAVEL","Danielle Nilsen","","100 WALES AVE","","AVON","MA","02322-1005",""
"165","AUTO BODY CLINIC, INC","","Hugo Pike","","1635 SHAWSHEEN ST","","TEWKSBURY","MA","01876-1509",""
"166","Ketcham Supply Co Inc","","Heather Ketcham","","111 Myrtle St","","New Bedford","MA","02740-7029",""
"167","Kilder Corporation","Laminated Plastics Distributors & Fabricators","John Sabatino","President","7 Executive Park Dr","","North Billerica","MA","01862-1318","Supplier of plastic parts, components and materials."
"168","NMR GROUP, INC.","","GREG Clendenning","President","50-2 HOWARD ST","","SOMERVILLE","MA","02144-2759","NMR provides market research and evaluation services for energy efficiency and renewable energy programs."
"169","NV 313 BPR, LLC","","Helen Wong","","120 Water St Fl 3","","Boston","MA","02109-4210",""
"170","Infrastructure Ltd.","","JAMES DOHERTY","","122 Boston Rd","","Billerica","MA","01862-1312",""
"171","Bay Colony Group Inc","","WILLIAM  Buckley","President","4 SCHOOL ST","","FOXBORO","MA","02035-2324","Professional land surveying, mapping and civil engineering with an emphasis on heavy horizontal construction"
"172","Gleeson Powers, Inc.","GPI","Heather  Graham","","10 Southville Rd","","Southborough","MA","01772-4026",""
"173","American Anchor, Inc.","","Carol Remes","","71 Elm St Ste 3","","Foxboro","MA","02035-2519",""
"174","Dale Medical Products, Inc.","","GARY  WERMAN","","40 Kenwood Cr, Ste 7","","Franklin","MA","02038-3298",""
"175","KLEM TRACTOR, INCORPORATED","KLEMS","JESSICA   BETTENCOURT","","117 W MAIN ST","","SPENCER","MA","01562-2623",""
"176","Biobot Analytics, Inc.","","Newsha Ghaeli","","444 Somerville Ave","","Somerville","MA","02143-3260",""
"177","MDIX, INC.","","KENNETH LORD","","130 JOHN ST STE 211","","LOWELL","MA","01852-1156","MDIX provides expertise in healthcare information exchange. We have consulted to the federal agencies such as VHA, SAMHSA, and the IPO."
"178","SIS CENTER, INC","","MITCHEL  BOLOTIN","","1441 MAIN ST STE 146","","SPRINGFIELD","MA","01103-1406",""
"179","Mulcahy Line Painting and Sealcoating, LLC","","Lynn Bourgeois","","65 Hardy Dr","","Leominster","MA","01453-5121",""
"180","Palmer Trailer Sales Co, Inc.","PTS Truck-Trailer-Construction Equipment Supply","ELAINE  J BOONE","","1158 Park St","","Palmer","MA","01069-1609","Supplier of truck, trailer, construction supplies and equipment"
"181","Advanced Safety Systems, Inc.","","WILLIAM  MACKAY","","141 Summit St Ste 2","","Peabody","MA","01960-5101",""
"182","Alliance Test Equipment, Inc.","","Sean  Anderson","","14 Railroad Ave Bldg 7 Ste 201","","Webster","MA","01570-2294",""
"183","STARFLEX INC","","Richard S Breslin","President","50-52 MEADOWCROFT ST","","LOWELL","MA","01852-5023","Starflex manufactures flexible printed circuit boards, multilayer flex circuits, multilayer rigid-flex, rigid circuit boards, leadframes, and thick copper flex circuits for heavy power applications."
"184","American Construction Corporation","","PATRICK  Coburn","","54 Oakville Street","","Lynn","MA","01905-2817",""
"185","Login VSI Inc.","","Eric-Jan  van Leeuwen","","300 TRADECENTER STE 3460","","WOBURN","MA","01801-1883",""
"186","Smarterglass, LLC ","","Eric Primack","","5 Market Sq Ste B5 ","","Amesbury","MA","01913-2430",""
"187","Izon Science US Ltd","","Hans van der Voorn","","196 BOSTON AVE STE 3500","","MEDFORD","MA","02155-4262","Manufacture and sell precision scientific instruments to analyze individual nano-to-micro particles in solution."
"188","MONICA PONCE DE LEON STUDIO, INC.","","MELISSA  DUNN","","29 STANHOPE ST","","BOSTON","MA","02116-5111",""
"189","US ECO PRODUCTS CORPORATION","","DOREEN Blades","","143 Essex St Ste 210","","Haverhill","MA","01832-5553","dist Green products, 100% salt free ice melt. latrines, portable restrooms, mattress covers, food containers liq storage solutions,fuel storage,reflective safety vests, hard hats, rental latrines, organic nursery & greenhouse supplies, bio-remedial cleaning products, remediation, snowplows, absorbents, lumber, USDA bio-preferred catalog, special purchasing, logistics, uniforms, biohazard spill kits"
"190","Chris Electronics Corp","","David Frank","","255 MACARTHUR DR","","NEW BEDFORD","MA","02740-7300",""
"191","C.I. Software Associates, Inc.","","Marc J Wortman","","100 CUMMINGS CTR STE 328D","","BEVERLY","MA","01915-6123",""
"192","I & C ENGINEERING COMPANY, INC.","","ROBERT L LONG","","253 LOW ST STE 212","","NEWBURYPORT","MA","01950-3510","Control System Integration for campus/base utilities including SCADA Systems, Boiler Controls, Chilled Water Systems, Power Generation Equipment (Combustion Turbines, Steam Turbines, Diesel Generators)"
"193","Flush LLC","","liz fullerton","","75 Main St","","North Reading","MA","01864-2204",""
"194","Galaxy Integrated Technologies, Inc.","Galaxy","JOHN GULEZIAN","Office Manager","100 Leo M Birmingham Pkwy","","Brighton","MA","02135-1118","Design, Sales, Installation and service of access control, CCTV and Security Systems"
"195","HYPERACTIVE INC","","DOUGLAS  Buckley","","400 WASHINGTON ST STE 308","","BRAINTREE","MA","02184-4768",""
"196","REMTEC, INCORPORATED","TEC MARK PLATING","NAHUM RAPOPORT","","100 MORSE ST STE 6","","NORWOOD","MA","02062-4679",""
"197","DELANDE SUPPLY CO, INC.","","david delande","","58 PULASKI ST STE 13","","PEABODY","MA","01960-1800","wholesale electrical supplies"
"198","BRUNSWICK LABORATORIES, INC. ","","Miwako Kondo","","200 TURNPIKE RD STE 1 ","","SOUTHBOROUGH","MA","01772-2116",""
"199","BROOKFIELD WIRE COMPANY, INC.","","WAYNE A LUSSIER","SALES MGR","231 E MAIN ST","","WEST BROOKFIELD","MA","01585-0000","FINE DIAMETER STAINLESS STEEL AND NICKEL ALLOY WIRES. SPECIALIZING IN SAFETY/LOCK AS WELL AS MEDICAL MATERIAL. TEMPERS RANGING FROM SOFT TO SPRING."
"200","UNION MACHINE COMPANY OF LYNN, INC.","","ADAM  Timothy","","6 FEDERAL WAY","","GROVELAND","MA","01834-1564",""
"201","Front-Line Fire Protection, LLC","FRONTLINE FIRE PROTECTION","Jane Bates","","325 North Main Street Unit C","","Middleton","MA","01949-1686","Installation, Inspection and service of commercial and residential fire sprinkler systems"
"202","L W Tank Repair Incorporated","L W Tank Repair","TODD SCHELIN","","410 North Main Street","","North Uxbridge","MA","01538-0000",""
"203","70 Harbour Pointe Llc","","Anthony Simboli","","70 Everett Ave Ste 520","","Chelsea","MA","02150-2376",""
"204","LONGWOOD HOTEL CORP.","","Gayle Sinclair","","342 LONGWOOD AVE","","BOSTON","MA","02115-5745",""
"205","COMPASS DEFENSE TECHNOLOGIES, LLC","","Perry Manadee","","23 ESQUIRE RD","","NORTH BILLERICA","MA","01862-2501",""
"206","Lincoln Precision Machining Co.","LINCOLN HOIST","DAVID HALLEN","","121 Creeper Hill Rd","","North Grafton","MA","01536-1432",""
"207","Howard/Stein-Hudson Associates, Inc.","Howard Stein Hudson","Ziomara Ayala-Mendoza","","11 Beacon St Ste 1010","","Boston","MA","02108-3020",""
"208","TREEAGE SOFTWARE INC","","JOEL SARTORI SARTORI","","1075 MAIN ST","","WILLIAMSTOWN","MA","01267-2637",""
"209","Speech Technology And Applied Research Corporation","Star Analytical Services","JOEL  MACAUSLAN","","54 Middlesex Tpke","","Bedford","MA","01730-1417","Analyses and mathematical models from your project data. Expertise in nonlinear dynamics and high-feedback systems. Signal, speech, and image analysis, as well as statistical, mathematical, and system analysis. Finally, mathematical modeling using MATLAB."
"210","Agility ERP, LLC ","","Eric kraieski","","1900 W Park Dr Ste 280 ","","Westborough","MA","01581-3919",""
"211","Bendon Gear & Machine Inc ","","GEORGE P BELEZOS","","100 WEYMOUTH ST STE A1 ","","ROCKLAND","MA","02370-1145","Precision Machining: Mill 50x20x15,Turn.060 to 15',Broach,Hone,Grind,Tolerances .0001, Gears:AGMA 12 hob,shape .100 to 24', Spurs,Helicals,internals,pulleys,sprockets,splines, Mechanical assembies: Access to:Heat treat,weld,plate,paint"
"212","Jozev Products, Inc. ","Jozev ","MARCIA RAKER","OWNER/PRES","65 Deer Park Dr ","","East Longmeadow","MA","01028-3198","WHOLESALE DISTRIBUTOR - ALL GOODS INCLUDING FOOD STUFFS, COMMISSARY SUPPLIES, HEALTH & BEAUTY AIDS, MOSLEM PRAYER OILS, KOSHER FOODS, COMMONFARE FOOD, ETHNIC BEAUTY PRODUCTS, ETHNIC FOOD, PAINT - INDUSTRIAL AND ARCHITECTURAL, SHELF STABLE FOODS,"
"213","Signiant Inc.","","Tina Bento","","91 Hartwell Ave","","Lexington","MA","02421-3137","Signiant is the only integrated, open software solution that manages, secures, automates and accelerates digital file-based workflows to efficiently move and distribute content."
"214","Diamond Diagnostics Inc. ","","Brunno Goncalves","","333 Fiske St ","","Holliston","MA","01746-2048",""
"215","Privo Technologies, Inc.","","MANIJEH  N GOLDBERG","","200 Corporate PlaceSuite6B","","Peabody","MA","01960-3840",""
"216","WESTFIELD ELECTROPLATING CO","WEPCO","Jonathan Stolpinski","","68 N ELM ST","","WESTFIELD","MA","01085-1690",""
"217","Baytownies LLC","Baytownies Cleaning","Ligia Landim","","859 Willard St Ste 400","","Quincy","MA","02169-7469",""
"218","FUTURA Cyber, Inc.","","James Geary","","3 Allied Dr Ste 303","","Dedham","MA","02026-6148",""
"219","ATECH TURBINE COMPONENTS, INC.","","JAY  KAPUR","General Manager","1 SAINT MARK ST","","AUBURN","MA","01501-3237","turbine engine(motor, hot section) maintenance, repair, rebuild, overhaul, modify, remanufacture & refurbish, (MRO), FAA and JAA approved mfg."
"220","Diagnosys Systems, Inc.","","Miguel Vidal","","5 Lan Dr FL 1","","Westford","MA","01886-3573",""
"221","Realtime Robotics, Inc.","","Peter Howard","","27 Wormwood St Ste 110","","Boston","MA","02210-1625",""
"222","VELIR STUDIOS INC","","David Valliere","","212 ELM ST STE 4","","SOMERVILLE","MA","02144-2959","Velir is a digital agency based in Somerville, MA, just outside of Boston. With a team of 150 digital professionals, they are passionate about connecting organizations and their audiences through the creation of immersive experiences across digital channels. Their core competencies in digital strategy, user experience design, content management, marketing platform integrations and data visualization have helped shape the digital presence for some of the world's most influential and inspiring brands. Velir is one of the largest Sitecore-certified Solution Partners, as well as one of the largest Acquia Drupal partners in North America. For more information, please visit www.velir.com."
"223","MHQ, INC.","MHQ Municipal Vehicles","MICHAEL  FRATONI","","401 Elm St","","Marlborough","MA","01752-4566",""
"224","CULLEN ELECTRICAL CONTRACTORS, INC","","Thomas M Cullen","","57 ROCKWOOD DR # 4","","MARSHFIELD","MA","02050-2104",""
"225","CDM/CAPE, A JOINT VENTURE ","","Lisa Lucas","","75 State St, Suite 701 ","","Boston","MA","02109-1940",""
"226","D & G Auto Body Supply Inc","","Michael J Nault","","105 Lunenburg St","","FITCHBURG","MA","01420-4456",""
"227","C I DESIGN, INC.","","Christopher Ladd","","250 Summer St 2nd Fl","","Boston","MA","02210-1151",""
"228","KROHN-HITE CORPORATION","","Joe Inglis","","15 JONATHAN DR STE 4","","BROCKTON","MA","02301-5566","Manufacturer of Electronic Test and Measuring Equipment"
"229","WELLCOACHES CORPORATION","","ERIKA  Jackson","","19 WESTON RD","","WELLESLEY","MA","02482-6312","Health and Wellness Coach Training"
"230","M Squared Lasers INC","","Graeme Malcolm","","1 BROADWAY FL 14","","CAMBRIDGE","MA","02142-1187",""
"231","Taurus Project Controls Consulting, Inc. ","","Jason Haskell","","2 Elm Sq #201b ","","Andover","MA","01810-3671","Taurus Project Consulting is a recognized expert in program management and controls. We help our clients in the pharmaceutical, construction, and other industries keep their large programs on track, while saving them valuable time and money. Our consultants have worked within each of the industries we serve and are experts in overcoming their unique challenges. We bring our clients, both in the US and abroad, the technical knowledge, industry experience and valued partnership they seek, and the customized solutions they need to ensure their success.  Our services ensure all elements of your program are understood, managed and aligned with your strategic objectives. The addition of this global perspective detects and realizes benefits not available from their individual management alone.  	Program & Project Management    	Schedule Management 	Cost Management 	Owner Representation"
"232","Conover Real Estate Inc","","Gerret  Conover","","19 S Summer St","","Edgartown","MA","02539-8115",""
"233","Mabbett Nobis Environmental JV","","PAUL  D Steinberg","","5 Alfred Cir","","Bedford","MA","01730-2318",""
"234","Tyson Corporation","Maaco","Krissy Pope","","47 RIVER ST","","Dedham","MA","02026-2935",""
"235","Prematech, LLC ","PremaTech Advanced Ceramics ","ELLEN  M Costello","VP","160 Goddard Memorial Dr ","","Worcester","MA","01603-1260","Precision machining of ceramic, composite & exotic material. Provide supply complete ceramic components and engineering services, powder metal components, including frits & stainless steel filters and refractories including cordierite & kiln furniture."
"236","POLAR CORP.","POLAR BEVERAGES","Timothy j Fluharty","","1001 SOUTHBRIDGE ST","","WORCESTER","MA","01610-2218",""
"237","NUKA RESEARCH AND PLANNING GROUP, LLC ","Nuka Research and Planning Group ","Sierra Fletcher","","10 SAMOSET ST ","","PLYMOUTH","MA","02360-4544",""
"238","INTERFIBER ANALYSIS LLC ","","Andrew D Yablon","","8 Manns Hill Crescent ","","SHARON","MA","02067-2267",""
"239","OPSVIEW INC","","Lynda Rawlings","","300 Trade Center Ste 4700","","Woburn","MA","01801-7421",""
"240","Decas Cranberry Products, Inc. ","","NICK  Decas","","4 Old Forge Dr ","","Carver","MA","02330-1765",""
"241","CONSTRUCTION PLANNERS, INC.","","John F Gamache","","775 PLEASANT ST STE 9","","EAST WEYMOUTH","MA","02189-2355",""
"242","Building Science Corp","","BETSY PETTIT","","70 MAIN ST","","WESTFORD","MA","01886-2507",""
"243","Babin Machine Inc","Babin Machine Tool","PAUL BABIN BABIN","","14 Upland Rd","","Brockton","MA","02301-2326",""
